kanjiName,longKanaName,shortKanaName,longRomajiName,shortRomajiName,japaneseDescription,GP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts
壬生 大将,みぶ ひろまさ,みぶ,Mibu Hiromasa,Mibu,[名前/なまえ][負/ま]けしている[自分/じぶん]を[変/か]えたいと[思/おも]っている。,285,300,79,74,69,79,69,94,99
茜 広明,あかね ひろあき,あかね,Akane Hiroaki,Akane,[夕焼/ゆうや]けを[見/み]るのが[好/す]きで　[練習中/れんしゅうちゅう]にもついぼーっとながめてしまう。,210,210,69,69,69,69,69,69,69
啄木 才輔,きつつき さいすけ,きつつき,Kitsutsuki Saisuke,Kitsutsuki,ものごとをコツコツ[進/すす]めていく[努力家/どりょくか]。[木/き]でアクセサリーをつくるのが[趣味/しゅみ]。,285,300,79,74,69,79,69,94,99
群馬 草彦,ぐんま くさひこ,ぐんま,Gunma Kusahiko,Gunma,[仲/なか]のいい[女/おんな]の[子/こ]に[頭/あたま]が[上/あ]がらなくて　[常/つね]に[尻/しり]にしかれている。,255,255,84,84,84,84,84,84,84
天井 遥,そらい はるか,そらい,Sorai Haruka,Sorai,なんにでも[絶対/ぜったい][満足/まんぞく]しないで　いつも[上/うえ]を[目指/めざ]している。,255,255,84,84,84,84,84,84,84
家永 章,いえなが あきら,いえなが,Ienaga Akira,Ienaga,[家紋/かもん]を[調/しら]べるのが[趣味/しゅみ]で　めずらしい[家紋/かもん]を[見/み]ると　コウフンする。,255,255,84,84,84,84,84,84,84
山西 浩正,やまにし ひろまさ,やまにし,Yamanishi Hiromasa,Yamanishi,カレーが[大好/だいす]きで　[食/た]べたらタダになる１００[倍/ばい][激辛/げきから]カレーをたいらげた。,240,240,79,89,99,94,79,79,74
流 周一,ながれ しゅういち,ながれ,Nagare Shuuichi,Nagare,[通販/つうはん]が[大好/だいす]き。　[学校/がっこう]でもワンセグでＴＶショッピングをチェックする。,255,255,84,84,84,84,84,84,84
名鏡 拓夢,めいきょう たくむ,めいきょう,Meikyou Takumu,Meikyou,[中/ちゅう][学生/がくせい]なのに　アルバイトで[家庭教師/かていきょうし]をしている[天才/てんさい]。,240,240,79,74,79,69,99,79,74
日隠 影樹,ひかげ えいき,ひかげ,Hikage Eiki,Hikage,[太陽/たいよう]の[光/ひかり]がきらいで　すぐ[建物/たてもの]のカゲにかくれてしまう。,210,210,69,69,69,69,69,69,69
岡田 孝太郎,おかだ こうたろう,おかだ,Okada Koutarou,Okada,[家庭/かてい][菜園/さいえん]にこっていて[無農薬/むのうやく]で[育/そだ]てている。,210,210,69,69,69,69,69,69,69
小玉 信輔,こだま しんすけ,こだま,Kodama Shinsuke,Kodama,[車/くるま]が[大好/だいす]き。[毎週末/まいしゅうまつ]のレース[観戦/かんせん]が[楽/たの]しみ。,300,225,99,99,69,79,69,99,79
深道 秋生,ふかみち あきみ,ふかみち,Fukamichi Akimi,Fukamichi,[秋/あき]が[大好/だいす]きで　その[時期/じき]だけはやたらとハイテンションになる。,300,225,99,99,69,79,69,99,79
折野 創,おりの つくる,おりの,Orino Tsukuru,Orino,[折/お]り[紙/がみ]の[名人/めいじん]で[等身大/とうしんだい]でも　なんでも[作/つく]れちゃう。,240,240,79,74,79,69,99,79,74
水戸 邦光,みと くにみつ,みと,Mito Kunimitsu,Mito,[正義感/せいぎかん]が[強/つよ]くて　[世直/よなお]しのために[日本/にほん][中/じゅう]をまわるのが[夢/ゆめ]。,255,255,84,84,84,84,84,84,84
猫田 歩,ねこた あゆむ,あゆむ,Nekota Ayumu,Ayumu,いつも[背中/せなか]を[丸/まる]めるようにして[歩/ある]く。[人目/ひとめ]が[恥/は]ずかしいらしい。,240,240,79,74,79,69,99,79,74
南場 恋次,なんば れんじ,なんば,Nanba Renji,Nanba,[女/おんな]の[子/こ][大好/だいす]きのナンパヤロウ１[日/にち][１人/ひとり]に[告白/こくはく]がノルマ。,285,300,79,74,69,79,69,94,99
向野 征二,むかいの せいじ,むかいの,Mukaino Seiji,Mukaino,[地図/ちず]マニアで　すべての[国/くに]の[場所/ばしょ]を[覚/おぼ]えているらしいぞ。,240,240,79,89,99,94,79,79,74
浦田 聡,うらた さとし,うらた,Urata Satoshi,Urata,[新聞部/しんぶんぶ]のスポーツ[担当/たんとう]。[感動/かんどう]を[求/もと]めて　いつも[走/はし]っている。,240,240,79,89,99,94,79,79,74
青出 伸吾,あおで しんご,しんご,Aode Shingo,Shingo,[信号/しんごう]は[絶対/ぜったい]に[青/あお]でしか[渡/わた]らない[交通/こうつう][安全/あんぜん]のカガミ。,255,255,84,84,84,84,84,84,84
工藤 駆,くどう かける,くどう,Kudou Kakeru,Kudou,[知/し]らない[車/くるま]はないくらい[車/くるま]が[大好/だいす]き。[家/いえ]にはミニカーが[山/やま]ほどある。,255,255,84,84,84,84,84,84,84
柿川 実,かきがわ みのる,かきがわ,Kakigawa Minoru,Kakigawa,いつもしぶい[顔/かお]でお[茶/ちゃ]を[飲/の]んでいる。でも　[機嫌/きげん]がいい[時/とき]もあるらしい。,210,210,69,69,69,69,69,69,69
賀夢 健太郎,がむ けんたろう,ガム,Gamu Kentarou,Gamu,いつもガムをかんでいて　[注意/ちゅうい]されても[集中力/しゅうちゅうりょく]のためだと[言/い]うらしい。,285,300,79,74,69,79,69,94,99
高原 竜也,たかはら たつや,たかはら,Takahara Tatsuya,Takahara,[人/ひと]をもてなすことが[大好/だいす]きで　いつか[夫婦/ふうふ]でペンションをやるのが[夢/ゆめ]。,255,255,84,84,84,84,84,84,84
水仙 稔基,すいせん としき,すいせん,Suisen Toshiki,Suisen,[自分/じぶん]が１[番美/ばんうつく]しいと[思/おも]いこんでいていつもカガミをのぞいている。,240,240,79,89,99,94,79,79,74
新見 主税,にいみ ちから,にいみ,Niimi Chikara,Niimi,[休/やす]みの[日/ひ]には[遊園地/ゆうえんち]で[着/き]ぐるみを[着/き]て[風船/ふうせん]を[配/くば]っている。,300,225,99,99,69,79,69,99,79
合方 調,あいかた しらべ,あいかた,Aikata Shirabe,Aikata,[薬草/やくそう]を[自分/じぶん]でとってきてはキズ[薬/ぐすり]を[調合/ちょうごう]している。,285,300,79,74,69,79,69,94,99
守久 要,もりひさ かなめ,もりひさ,Morihisa Kaname,Morihisa,[風紀/ふうき][委員/いいん]で　[毎朝/まいあさ]ちこくした[生徒/せいと]を[校門/こうもん]でつかまえている。,255,255,84,84,84,84,84,84,84
高城 貞人,たかぎ さだひと,たかぎ,Takagi Sadahito,Takagi,[冷/つめ]たいものが[大好/だいす]き。でも[食/た]べすぎて　お[腹/なか]をこわすことも。,240,240,79,74,79,69,99,79,74
大石 良雄,おおいし よしお,おおいし,Ooishi Yoshio,Ooishi,[非常/ひじょう]に[義理/ぎり]がたくて　[恩/おん]を[受/う]けたことはゼッタイ[忘/わす]れない。,300,225,99,99,69,79,69,99,79
大凧 昇,おおだこ のぼる,おおだこ,Oodako Noboru,Oodako,たこあげに[凝/こ]っていて　[人間/にんげん]が[乗/の]れる[大/おお]きなたこに[乗/の]るのが[夢/ゆめ]。,255,255,84,84,84,84,84,84,84
子鹿 森也,こじか しんや,こじか,Kojika Shinya,Kojika,[小動物/しょうどうぶつ]のように[怖/こわ]がりだけどとってもがんばり[屋/や]。,240,240,79,89,99,94,79,79,74
葵 健太,あおい けんた,あおい,Aoi Kenta,Aoi,ツンツンした[態度/たいど]で　すぐに[人/ひと]を[泣/な]かせてしまう。,285,300,79,74,69,79,69,94,99
寿 太郎,ことぶき たろう,ことぶき,Kotobuki Tarou,Kotobuki,スシが[大好/だいす]き。　でも[中/ちゅう][学生/がくせい]だから[回転/かいてん]ズシにしか[行/い]けない。,255,255,84,84,84,84,84,84,84
浦片 佳彦,うらかた よしひこ,うらかた,Urakata Yoshihiko,Urakata,[放送/ほうそう][作家/さっか]になってお[笑/わら]いをウラからささえていきたいと[思/おも]っている。,210,210,69,69,69,69,69,69,69
稲子 芳信,いなご よしのぶ,いなご,Inago Yoshinobu,Inago,おどろくと　ぴょんととび[上/あ]がる。その[距離/きょり]は[走/はし]り[幅/はば]とび[選手/せんしゅ]なみとか！？,285,300,79,74,69,79,69,94,99
南瓜 敬作,なうり けいさく,かぼちゃ,Nauri Keisaku,Kabocha,ハロウィンが[大好/だいす]きで　かぼちゃのランタンを[何個/なんこ]も[作/つく]っている。,210,210,69,69,69,69,69,69,69
橋口 慎之介,はしぐち しんのすけ,はしぐち,Hashiguchi Shinnosuke,Hashiguchi,[闘牛/とうぎゅう][士/し]にあこがれていて　[犬/いぬ]を[牛/うし]に[見立/みた]て　[遊/あそ]んでいる。,240,240,79,74,79,69,99,79,74
海堂 脩平,かいどう しゅうへい,かいどう,Kaidou Shuuhei,Kaidou,[困/こま]っている[人/ひと]を[助/たす]けるのが[生/い]きがい。いつも[町内/ちょうない]をパトロールしている。,300,225,99,99,69,79,69,99,79
高沢 一樹,たかさわ かずき,たかさわ,Takasawa Kazuki,Takasawa,[字/じ]がとてもうまくて　[時/とき]には[先生/せんせい]も[代筆/だいひつ]をたのむほど。,240,240,79,74,79,69,99,79,74
岩田 剛基,いわた よしき,いわた,Iwata Yoshiki,Iwata,ハムスターをたくさん[飼/か]っている。でもふえすぎて[困/こま]っているらしい。,255,255,84,84,84,84,84,84,84
院野 翔太,いんの しょうた,いんの,Inno Shouta,Inno,ちょっとしたケガでも　すぐ[病院/びょういん]に[行/い]くため　ナースの[間/あいだ]でも[有名人/ゆうめいじん]。,285,300,79,74,69,79,69,94,99
坂下 雅功,さかした まさとし,さかした,Sakashita Masatoshi,Sakashita,ぼうしが[大好/だいす]き。　[同/おな]じぼうしをかぶっているのを[見/み]たことがない。,285,300,79,74,69,79,69,94,99
玉月 瞬,たまつき しゅん,たまつき,Tamatsuki Shun,Tamatsuki,ジュニアの[全国/ぜんこく][大会/たいかい]に[出/で]たビリヤードの[達人/たつじん]。　でも　ちょっとキザかも。,240,240,79,89,99,94,79,79,74
水上 渡,みずかみ わたる,みずかみ,Mizukami Wataru,Mizukami,[愛犬/あいけん]とカヤックで[川下/かわくだ]りをするのが[趣味/しゅみ]だというサワヤカ[少年/しょうねん]。,240,240,79,74,79,69,99,79,74
五味 一樹,ごみ かずき,ごみ,Gomi Kazuki,Gomi,５[歳/さい]のときからピアノを[習/なら]っている。[将来/しょうらい]はジャズをやりたいらしい。,240,240,79,89,99,94,79,79,74
二瓶 晶,にへい あきら,にへい,Nihei Akira,Nihei,いろんなお[酒/さけ]のビンのコレクター。お[酒/さけ]は　[親/おや]に[飲/の]ませている。,285,300,79,74,69,79,69,94,99
滝沢 敏也,たきざわ としや,たきざわ,Takizawa Toshiya,Takizawa,[修行/しゅぎょう]といっては　[滝/たき]に[打/う]たれたり[山/やま]ごもりしたりするのが[趣味/しゅみ]。,300,225,99,99,69,79,69,99,79
清原 光良,きよはら てるよし,てるよし,Kiyohara Teruyoshi,Teruyoshi,[異常/いじょう]なまでにきれい[好/ず]きで　[汚/よご]れが[見/み]つかると　その[場/ば]でみがきだす。,255,255,84,84,84,84,84,84,84
針辻 大五郎,はりつじ だいごろう,はりつじ,Haritsuji Daigorou,Haritsuji,[家/いえ]がハリ[治療/ちりょう]をやっていて　サッカーのケガをハリで[治/なお]している。,300,225,99,99,69,79,69,99,79
唐 拓郎,とう たくろう,とう,Tou Takurou,Tou,ミニシアターの[舞台/ぶたい]を[見/み]て[回/まわ]るのが[大好/だいす]きな[演劇/えんげき]ファン。,240,240,79,74,79,69,99,79,74
砂川 碧海,すなかわ おうが,すなかわ,Sunakawa Ouga,Sunakawa,[仏像/ぶつぞう]を[見/み]るのが[好/す]きで[毎年/まいとし]　[仏像/ぶつぞう]ツアーに[出/で]かけている。,255,255,84,84,84,84,84,84,84
品川 隆博,しながわ たかひろ,しながわ,Shinagawa Takahiro,Shinagawa,[使/つか]わなくなったものを[安/やす]く[引/ひ]き[取/と]ってはほしい[人/ひと]に[売/う]っている。,285,300,79,74,69,79,69,94,99
沼口 司,ぬまぐち つかさ,ぬまぐち,Numaguchi Tsukasa,Numaguchi,[気功/きこう]の[達人/たつじん]で　ちょっとふれただけでなんでも[吹/ふ]き[飛/と]ばすことができる。,240,240,79,89,99,94,79,79,74
岡野 一輝,おかの かずき,おかの,Okano Kazuki,Okano,「どんな[仕事/しごと]も[引/ひ]き[受/う]けます」がモットーの　[学校/がっこう]の[何/なん]でも[屋/や]。,255,255,84,84,84,84,84,84,84
孫吾 乱,そんご らん,ごくう,Songo Ran,Gokuu,[性格/せいかく]は[荒/あら]っぽいけど　[正義感/せいぎかん]が[強/つよ]くてたよりになるヤツ。,300,225,99,99,69,79,69,99,79
山中 圭,やまなか けい,やまなか,Yamanaka Kei,Yamanaka,[男/おとこ]のくせにエステにこっていて　ムダ[毛/げ]の[脱毛/だつもう]までやっているらしい。,255,255,84,84,84,84,84,84,84
布原 ヒロ,ぬのはら ひろ,ぬのはら,Nunohara Hiro,Nunohara,いつもハンカチを２[枚/まい][持/も]っているのは[女/おんな]の[子/こ]に[差/さ]し[出/だ]すためらしい。,210,210,69,69,69,69,69,69,69
兵庫 陽明,ひょうご はるあき,ひょうご,Hyougo Haruaki,Hyougo,[洋館/ようかん]に[住/す]むのが[夢/ゆめ]で　[和室/わしつ]にむりやり[洋風/ようふう]インテリアをおいている。,255,255,84,84,84,84,84,84,84
鉄野 洋平,てつの ようへい,ようへい,Tetsuno Youhei,Youhei,[鉄棒/てつぼう]が[得意/とくい]。　[連続/れんぞく]さかあがりで１０００[回/かい]　[回/まわ]れる。,240,240,79,74,79,69,99,79,74
今川 義基,いまがわ よしき,いまがわ,Imagawa Yoshiki,Imagawa,[育/そだ]ちのいいお[坊/ぼっ]ちゃんで[頭脳/ずのう]プレイが[得意/とくい]だが　[奇襲/きしゅう]に[弱/よわ]い。,285,300,79,74,69,79,69,94,99
鉄山 啓作,てつやま けいさく,てつやま,Tetsuyama Keisaku,Tetsuyama,くず[鉄/てつ]を[集/あつ]めて　オブジェを[作/つく]るが[誰/だれ]にも[良/よ]さが[分/わ]からない。,300,225,99,99,69,79,69,99,79
真野 有起哉,まの ゆきや,まの,Mano Yukiya,Mano,たのまれごとがあると　なんでもお[金/かね]を[要求/ようきゅう]する　がめついヤツ。,285,300,79,74,69,79,69,94,99
鯉真 精児,こいま せいじ,こいま,Koima Seiji,Koima,[中/ちゅう][学生/がくせい]なのに　[鯉/こい]を[育/そだ]てるのが[好/す]きという[変/か]わり[者/もの]。,300,225,99,99,69,79,69,99,79
榎戸 敦,えのきど あつし,えのきど,Enokido Atsushi,Enokido,[体/からだ]は[大/おお]きいけれど　[穏/おだ]やかな[性格/せいかく]でマイペース。,300,225,99,99,69,79,69,99,79
青森 潤,あおもり じゅん,あおもり,Aomori Jun,Aomori,りんごのように　いつもほっぺが[真/ま]っ[赤/か]。　もちろん　りんごも[大好/だいす]き！,285,300,79,74,69,79,69,94,99
川野 めだか,かわの めだか,めだか,Kawano Medaka,Medaka,[体/からだ]がとても[小/ちい]さくて　ほうっておけないあいきょうがある。,240,240,79,74,79,69,99,79,74
広瀬 芳正,ひろせ よしまさ,ひろせ,Hirose Yoshimasa,Hirose,ピザが[大好物/だいこうぶつ]で　[近所/きんじょ]のピザ[屋/や]におそれられている。,300,225,99,99,69,79,69,99,79
定岡 堅,さだおか けん,さだおか,Sadaoka Ken,Sadaoka,[外国/がいこく]の[人/ひと]を[英語/えいご]で[助/たす]けて[以来/いらい][通訳/つうやく]になりたいらしい。,240,240,79,74,79,69,99,79,74
大道 聡一,おおみち そういち,おおみち,Oomichi Souichi,Oomichi,[大道芸/だいどうげい]にあこがれていて　[学校内/がっこうない]でも[歩/ある]きながらジャグリングをやっている。,240,240,79,89,99,94,79,79,74
野家 広貼,のいえ ひろはる,のいえ,Noie Hiroharu,Noie,[何度/なんど]もポスター[展/てん]に[入選/にゅうせん]しているポスター[作/つく]りの[名手/めいしゅ]。,255,255,84,84,84,84,84,84,84
大岡 善,おおおか ぜん,おおおか,Oooka Zen,Oooka,ものごとを[公平/こうへい]に[判断/はんだん]できるので[争/あらそ]いごとは　みんな[相談/そうだん]する。,255,255,84,84,84,84,84,84,84
振端 敦,ふるはた あつし,ふるはた,Furuhata Atsushi,Furuhata,バーのマスターにあこがれていて　[練習/れんしゅう]でジュースをシェイクしている。,210,210,69,69,69,69,69,69,69
岩淵 晃司,いわぶち こうじ,いわぶち,Iwabuchi Kouji,Iwabuchi,[鳥/とり]のように[飛/と]ぶことにあこがれ　ハングライダーをやっている。,240,240,79,74,79,69,99,79,74
大江戸 結,おおえど ゆう,おおえど,Ooedo Yuu,Ooedo,[江戸時代/えどじだい]にあこがれていて　ちょんまげのような[髪型/かみがた]にしている。,300,225,99,99,69,79,69,99,79
荒川 浩正,あらかわ ひろまさ,あらかわ,Arakawa Hiromasa,Arakawa,バランスのいい[体/からだ][作/づく]りをめざしていつもプールで[泳/およ]いでいる。,255,255,84,84,84,84,84,84,84
牛原 蒼甫,うしはら そうすけ,うしはら,Ushihara Sousuke,Ushihara,とにかく[肉/にく]を[食/た]べないとパワーが[出/で]ないといって　[肉/にく]ばかり[食/た]べている。,300,225,99,99,69,79,69,99,79
梵天 哲士,ぼんてん てつし,ぼんてん,Bonten Tetsushi,Bonten,いつも「[万物/ばんぶつ]の[根源/こんげん]とは？」などと[難/むずか]しいことばかり[考/かんが]えている。,255,255,84,84,84,84,84,84,84
比嘉 大樹,ひが ひろき,ひが,Higa Hiroki,Higa,ハンバーガーが[好物/こうぶつ]。　[下校時/げこうじ]はいつもファーストフード[店/てん]に[立/た]ちよる。,240,240,79,89,99,94,79,79,74
オフ 斎藤,おふ さいとう,さいとう,Ofu Saitou,Saitou,[前/まえ]へ[前/まえ]へと[出/で]すぎて[怒/おこ]られるせっかちなヤツ。,255,255,84,84,84,84,84,84,84
ドン リンゴ,どん りんご,ドン,Don Ringo,Don,[音楽/おんがく]を[愛/あい]する　いたずらっ[子/こ]！[顔/かお]は[天使/てんし]で[心/こころ]は[悪魔/あくま]！,255,255,84,84,84,84,84,84,84
安川 慎之介,やすかわ しんのすけ,やすかわ,Yasukawa Shinnosuke,Yasukawa,[自分/じぶん]でＴシャツをデザインして　[路上/ろじょう]で[売/う]っている。　[人気/にんき]ブランドらしいぞ。,240,240,79,89,99,94,79,79,74
新村 海洋,にいむら うみひろ,かいよう,Niimura Umihiro,Kaiyou,[海賊/かいぞく]にあこがれていて　いつか[宝/たから]をさがしにいきたいと[思/おも]っている。,300,225,99,99,69,79,69,99,79
堀口 将志,ほりぐち まさし,ほりぐち,Horiguchi Masashi,Horiguchi,[何/なに]かいつも[食/た]べていないと　[集中力/しゅうちゅうりょく]がなくなってしまう。,240,240,79,89,99,94,79,79,74
英嶋 新士,ひでじま しんし,ひでじま,Hidejima Shinshi,Hidejima,[日本人/にほんじん]のくせに　なにかというと「[英国/えいこく][紳士/しんし]たるもの」という。,240,240,79,89,99,94,79,79,74
漁火 三省,いさりび さんせい,いさりび,Isaribi Sansei,Isaribi,[刺身/さしみ]が[大好/だいす]き。　おいしい[刺身/さしみ]のために[自分/じぶん]で[市場/いちば]までいく。,240,240,79,74,79,69,99,79,74
錬山 術,ねりやま やすし,ねりやま,Neriyama Yasushi,Neriyama,[錬金術/れんきんじゅつ]で　[金/きん]を[生/う]み[出/だ]して[大金持/おおがねも]ちになるのが[夢/ゆめ]らしい。,285,300,79,74,69,79,69,94,99
天川 光博,あまかわ みつひろ,あまかわ,Amakawa Mitsuhiro,Amakawa,いつでも[星/ほし]を[見/み]たいために　わざわざ[家/いえ]に[小型/こがた]プラネタリウムを[作/つく]っている。,255,255,84,84,84,84,84,84,84
桜井 広司,さくらい こうじ,さくらい,Sakurai Kouji,Sakurai,パズルにすごく[強/つよ]く　[常/つね]にゲームセンター[全国/ぜんこく]ランクのトップ。,285,300,79,74,69,79,69,94,99
岡山 太朗,おかやま たろう,おかやま,Okayama Tarou,Okayama,[手下/てした]にしたい[人間/にんげん]がいると　「[桃/もも]をあげるから[仲間/なかま]になって」　という。,285,300,79,74,69,79,69,94,99
三村 貴嶺,みむら たかね,みむら,Mimura Takane,Mimura,マクラにうるさくて　[安眠/あんみん]するためにさまざまなマクラを[試/ため]している。,285,300,79,74,69,79,69,94,99
小西 努,こにし つとむ,こにし,Konishi Tsutomu,Konishi,[中学/ちゅうがく]に[入/はい]ったころに[事故/じこ]で[大/おお]けがをおったが　リハビリでのりこえてきた。,285,300,79,74,69,79,69,94,99
永井 照生,ながい てるお,ながい,Nagai Teruo,Nagai,ＤＪをやっている[兄/あに]にあこがれカリスマＤＪをめざして[特訓中/とっくんちゅう]。,255,255,84,84,84,84,84,84,84
永田 修,ながた おさむ,ながた,Nagata Osamu,Nagata,こわれた[家電製品/かでんせいひん]をさがして[修理/しゅうり]して[使/つか]うのが[趣味/しゅみ]。,300,225,99,99,69,79,69,99,79
亀井 慢太郎,かめい まんたろう,かめい,Kamei Mantarou,Kamei,ヒーリングにこっていて　あやしいグッズを　たくさん[持/も]っている。,240,240,79,74,79,69,99,79,74
羽縞 勇太,うじま ゆうた,うじま,Ujima Yuuta,Ujima,バスケ[一筋/ひとすじ]の[男/おとこ]。[最近/さいきん]は[背/せ]が[伸/の]びなくて[悩/なや]んでいる。,255,255,84,84,84,84,84,84,84
計良 電,けいら でん,けいら,Keira Den,Keira,プログラムの[天才/てんさい]で　[自分/じぶん]でいろいろな[便利/べんり]ソフトを[作/つく]っている。,255,255,84,84,84,84,84,84,84
小泉 涼,こいずみ りょう,こいずみ,Koizumi Ryou,Koizumi,[暑/あつ]さに[弱/よわ]くて　[夏/なつ]はクーラーがないとまったくだめ。　スポーツできるの！？,300,225,99,99,69,79,69,99,79
発田 三郎,ほった さぶろう,ほった,Hotta Saburou,Hotta,[磁気/じき]グッズに　こっているのはいいのだが　[全身/ぜんしん]グッズだらけ。,285,300,79,74,69,79,69,94,99
永島 寿明,ながしま としあき,としあき,Nagashima Toshiaki,Toshiaki,[建築家/けんちくか]となって　[巨大/きょだい]なスタジアムを[設計/せっけい]するのが[夢/ゆめ]。,255,255,84,84,84,84,84,84,84
酒田 達士,さかた たつひと,さかた,Sakata Tatsuhito,Sakata,[酒屋/さかや]の[息子/むすこ]だが　[店/みせ]のにおいだけで[酔/よ]っぱらってしまう。,255,255,84,84,84,84,84,84,84
吉永 陽介,よしなが ようすけ,よしなが,Yoshinaga Yousuke,Yoshinaga,リーダーとして　[他人/たにん]を[管理/かんり]させたら[誰/だれ]にも[負/ま]けない。,210,210,69,69,69,69,69,69,69
総細 建,そうざい けん,そうざい,Souzai Ken,Souzai,[家族/かぞく][全員/ぜんいん]の[弁当/べんとう]を[作/つく]っている。[好/す]きなおかずを[入/い]れられるぞ。,255,255,84,84,84,84,84,84,84
小川 孝太郎,おがわ こうたろう,おがわ,Ogawa Koutarou,Ogawa,[自分/じぶん]の[部屋/へや]をしょっちゅうリフォームしていて　だんだん[変/へん]な[部屋/へや]に。,240,240,79,74,79,69,99,79,74
縄代 亮,なわしろ りょう,りょう,Nawashiro Ryou,Ryou,ロープの[結/むす]びかたを１００[種類/しゅるい][使/つか]いわけることができるらしい。,300,225,99,99,69,79,69,99,79
三木 俊介,みき しゅんすけ,みき,Miki Shunsuke,Miki,おじいさんに[影響/えいきょう]を[受/う]けてマッチ[箱/ばこ]をコレクションしている。,285,300,79,74,69,79,69,94,99
玉田 康文,たまだ やすふみ,たまだ,Tamada Yasufumi,Tamada,フルートの[名手/めいしゅ]で[地元/じもと]のオーケストラにも[参加/さんか]している。,255,255,84,84,84,84,84,84,84
吉岡 瞬,よしおか しゅん,よしおか,Yoshioka Shun,Yoshioka,[干物/ひもの]が[大好/だいす]きで　[自分/じぶん]で[日干/ひぼ]しして[作/つく]っているらしい。,210,210,69,69,69,69,69,69,69
浜崎 克哉,はまさき かつや,はまさき,Hamasaki Katsuya,Hamasaki,１００[円/えん]ショップでの[買/か]い[物/もの]が[趣味/しゅみ]。つい　[買/か]いすぎてしまう。,240,240,79,89,99,94,79,79,74
市松 竜也,いちまつ たつや,いちまつ,Ichimatsu Tatsuya,Ichimatsu,[母/はは]の[形見/かたみ]の[市松/いちまつ][人形/にんぎょう]を[大切/たいせつ]にしている。,240,240,79,74,79,69,99,79,74
安斎 友也,あんざい ともや,ともや,Anzai Tomoya,Tomoya,[使/つか]える[公衆/こうしゅう][電話/でんわ]がほとんどなくなった[今/いま]も　テレカを[集/あつ]めている。,240,240,79,89,99,94,79,79,74
石原 高史,いしはら たかし,いしはら,Ishihara Takashi,Ishihara,[日本/にほん][庭園/ていえん]を[見/み]るのが[好/す]きというシブい[趣味/しゅみ]の[持/も]ち[主/ぬし]。,300,225,99,99,69,79,69,99,79
大高 光洋,おおだか みつひろ,おおだか,Oodaka Mitsuhiro,Oodaka,[人気/にんき]が[出/で]てきたからというだけでサッカーをやる[人間/にんげん]が[大/だい]きらい。,285,300,79,74,69,79,69,94,99
柱谷 守,はしらたに まもる,はしらたに,Hashiratani Mamoru,Hashiratani,バラの[栽培/さいばい]が[趣味/しゅみ]だけど　バラをくわえるのは　やめた[方/ほう]がいいかも。　,240,240,79,89,99,94,79,79,74
高岡 憲史,たかおか のりひと,たかおか,Takaoka Norihito,Takaoka,お[父/とう]さんゆずりのプロレスマニア。[家/いえ]には１０００[本/ぽん][以上/いじょう]のビデオが。,300,225,99,99,69,79,69,99,79
永野 幸平,ながの こうへい,ながの,Nagano Kouhei,Nagano,デパートの[地下/ちか]で　[食料/しょくりょう][品/ひん]を[試食/ししょく]するのが[趣味/しゅみ]。,300,225,99,99,69,79,69,99,79
冷粋 翔,れいすい しょう,しょう,Reisui Shou,Shou,[果物/くだもの]とかジュースとか　なんでも[凍/こお]らせてアイスにしてしまう。,240,240,79,74,79,69,99,79,74
墨道 達哉,すみみち たつや,すみみち,Sumimichi Tatsuya,Sumimichi,[書道/しょどう]で[段位/だんい]を[持/も]っていて[先生/せんせい][顔/かお][負/ま]けの[達筆/たっぴつ]！,300,225,99,99,69,79,69,99,79
根来 獅童,ねごろ しどう,ねごろ,Negoro Shidou,Negoro,だれもが[持/も]っていないようなペットを[飼/か]うのが[趣味/しゅみ]。,255,255,84,84,84,84,84,84,84
越智 貞夫,おち さだお,さだお,Ochi Sadao,Sadao,[小/ちい]さな[電気屋/でんきや]の[息子/むすこ]。[売/う]り[上/あ]げの３[割/わり]は[彼/かれ]が[売/う]っている。,300,225,99,99,69,79,69,99,79
盤屋 三郎,ばんや さぶろう,ばんや,Banya Saburou,Banya,[学校/がっこう][内/ない]でバンドをやっている[仲間/なかま]たちを[集/あつ]めて　ＣＤを[作成/さくせい]している。,285,300,79,74,69,79,69,94,99
堅山 真,かたやま しん,かたやま,Katayama Shin,Katayama,ものごとを[真剣/しんけん]に[考/かんが]えすぎる[性格/せいかく]でじょうだんをいっても[通/つう]じない。,285,300,79,74,69,79,69,94,99
河田 健,かわた けん,かわた,Kawata Ken,Kawata,[健康/けんこう]オタクで　[中学生/ちゅうがくせい][向/む]けの[人間/にんげん]ドックがないと[不満/ふまん]そう。,255,255,84,84,84,84,84,84,84
松下 祐基,まつした ゆうき,まつした,Matsushita Yuuki,Matsushita,きれいな[千代紙/ちよがみ]を[集/あつ]めるのが[好/す]きで　いつも[千羽/せんば]ヅルを[折/お]っている。,240,240,79,74,79,69,99,79,74
模寺 仁晶,もでら ひろあき,モデラー,Modera Hiroaki,Moderaa,[親子/おやこ]２[代/だい]のプラモマニア。ひたすらミリタリー[物/もの]ばかり[作/つく]っている。,300,225,99,99,69,79,69,99,79
